Survey Finding,Survey,Finding Category,Number,Penalty Amount,Description
6dd60513-6a75-444e-9098-36bcb400e840,2fdaf6ff-3f7f-41f3-9ef0-5e63a741b48b,Safety / Facilities,w-454,,"The facility must provide a sanitary environment to avoid sources and transmission of infections. 
This STANDARD is not met as evidenced by: 
Based on observation, interview, and record review, the facility failed to provide a sanitary environment to avoid sources of 
cross-contamination (unintentional transfer of bacteria or other microorganism from one surface or object to another with harmful effect) and infection for three of three sampled clients 
(Clients, A, B and C) and three of three random sampled clients (Clients D, E and F) when Direct Care Staff (DCS) 2 did not wash her hands frequently during preparation of meal in accordance with the facility policy and procedure (P&P) on handwashing. 
This failure had the potential to cause cross contamination and placed the clients at risk for acquiring food borne illnesses. "
754b0a0a-5a79-4ab5-b8ee-cafc97946639,2fdaf6ff-3f7f-41f3-9ef0-5e63a741b48b,Safety / Facilities,W-484,,"The facility must equip areas with tables, chairs, eafIng utensils, and dishes designed to meet the developmental needs of each client. 
This STANDARD is not met as evidenced by: 
Based on observation, interview and record review, the facility failed to provide the adaptive equipment during meal service to promote food intake for one of three sampled clients ( Client A) when Client A was unable to effectively use the coated adaptive spoon with a plate without plate guards. 
This failure placed Client A at risk for not using the prescribed coated spoon to protect his teeth. "
52e28e56-76bb-45f6-aa72-74aac6a327a9,2fdaf6ff-3f7f-41f3-9ef0-5e63a741b48b,Safety / Facilities,W-508,," 483.430 Condition of Participation: Facility staffing.
(f) Standard: COVID-19 Vaccina1'1on of facility staff. The facility must develop and implement policies and procedures to ensure that all staff are fully vaccinated for COVID-19. For purposes of this section, staff are considered fully vaccinated if it has been 2 weeks or more since they completed a primary vaccination series for COVID-19. The completion of a primary vaccination series for COVID-19 is defined here as the administration of a single-dose vaccine, or the administration of all required doses of a multi-dose vaccine. "
97c90cbb-f0bb-4ba1-8d36-9a7fb13ed7ed,a5c85783-6261-4557-9659-a5dc4232c1ef,Safety / Facilities,W-000,,"
Representing the Department: Health Facilities
Evaluator Nurse (HFEN) RN, Federal ID #39514.
The inspection was limited to the specific FRI
investigated and does not represent the finding of
a full inspection of the facility.
No deficient practice was issued for FRI number
CA00775843."
7a08376c-2364-463f-a06d-bf22885b6a18,125cba56-75a1-42f6-ab0f-bebbb2bc150f,Safety / Facilities,W-000,,"Representing the Department: Health Facilities
Evaluator Nurse (HFEN) RN, Federal ID #39514.
The inspection was limited to the specific FRI
investigated and does not represent the finding of
a full inspection of the facility.
No deficient practice was issued for FRI number
CA00693271."
732af18e-8780-4292-81d7-c864f9082138,7f2e0432-a810-4552-b2be-f70308b652fc,Safety / Facilities,W-000,,"Representing the Department: Health Facilities
Evaluator Nurse (HFEN) RN, Federal ID #39514.
The inspection was limited to the specific FRI
investigated and does not represent the finding of
a full inspection of the facility.
No deficient practice was issued for FRI number
CA00776465."
ecdc0ec3-2a9c-4d3c-90e3-1c105b8cd80c,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,W-224,,"Findings:
On 6/7/22 at 1152 hours, during an observation of
DSP 2 preparing the lunch meal, Client 1 was
sitting on a couch in the living room and listening
to music. DSP 2 did not provide Client 1 with the
opportunities to participate in any tasks of
preparing her lunch. On 6/8/22 at 1039 hours, during an interview with
DSP 3, DSP 3 acknowledged Client 1 could do a
lot of tasks by herself and the client used to help
in the kitchen years ago. However, Client 1 had
stopped doing that because the client's bones
were weaker now. On 6/8/22 at 1434 hours, during an interview with
the QIDP, the QIDP was informed of the findings.
On 6/8/22 at 1620 hours, during an interview with
Client 1, Client 1 stated she would love to learn
how to cook and help in the kitchen during meal
preparation."
dc1a16d6-5a50-44e5-858c-953af3689d5f,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,W-237,,"Findings:
Clinical record review for Client 1 was initiated on 6/7/22. Client 1 was admitted to the facility on
8/5/09, with a diagnosis of mild intellectual
disability.
Review of Client 1's Positive Support Plans dated
3/4/21, showed the intervention plan for the loud
outburst behaviors as follows:
- When Client 1 exhibits a loud outburst, the staff
will calmly remind her that screaming will not get
her what she wants. The staff will also remind
the client that she gets others upset with her
when she screams. The staff will also remind her
that she needs to use her calm voice to get what
she wants. On 6/8/22 at 1119 hours, during an interview with
the QIDP, the QIDP stated Client 1 had two
episodes of loud outburst on 3/7, 4/8 and 4/18/22;
and one episode on 3/9 and 3/21/22. However,
the QIDP confirmed the staff did not document
how the staff intervened to address the exhibited
behaviors and their outcomes."
536f7d4f-8b58-4fa4-8161-923228b08ba1,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,W-247,,"Findings:
Clinical record review for Client 1 was initiated on
6/7/22. Client 1 was admitted to the facility on
8/5/09, with a diagnosis of mild intellectual
disability. Review of Client 1's Self-Medication Assessment
dated 9/14/21, showed Client 1's capabilities as
follows: Client 1 was interested in administering
her own medications; understood what the
medications were for; was aware of medication
times; could go independently to the medication
area; was capable of getting her water or juice;
was able to read, write, count, and tell time; was
able to write her name, initials, or make a
designated mark; was able to recognize
medications by shape and color; knew the correct
usage of each medication by shape or color; was
able to open a medication bottle or packet; and
was able to use a lock and key to unlock the
cabinet tor lock box. On 6/8/22 at 1439 hours, during an interview with
the QIDP, the QIDP was informed of the findings."
d7e37666-7734-4aac-bc7c-ec2d41b9bdef,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,w-252,,"Findings:
Clinical record for Client 2 was initiated on 6/7/22.
Client 2 had a diagnosis of moderate intellectual
disability and was completely dependent on the
facility staff for his health care needs.On 6/8/22 at 1453 hours, an interview and
concurrent record review was conducted with the
QIDP. The QIDP was informed and verified the
findings. Review of Client 2's Semi-Annual ISP dated
2/24/22, showed Client 2's 15 objectives as
follows:
- Client 2 will perform activities on his HEP for
three to four times per week for functional
mobility.
- Client 2 will participate in outdoor walking for 15
to 20 minutes three days per week to maintain
cardiovascular endurance, with nine successes
out of 12 opportunities per month.
- Client 2 will wash hands in the morning by
rubbing his hands together with soap and water
or antibacterial gel with verbal cues, with 15
successes out of 30 opportunities per month.
- Client 2 will wash hands in the evening by
rubbing his hands together with soap and water
or antibacterial gel with verbal cues, with 15
successes's out of 30 opportunities per month.
- Client 2 will disposed his medication cups into
the trash can after taking his morning
medications, with 15 successes out of 30 opportunities. On 6/8/22 at 1453 hours, an interview and
concurrent record review was conducted with the
QIDP. The QIDP was informed and verified the
findings."
bf91ccb6-4624-4a15-91e1-ec0fb7353973,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,w-322,,"Findings:
Clinical record review for Client 1 was initiated on
6/7/22. Client 1 was admitted to the facility on
8/5/09, with a diagnosis of mild intellectual
disability.
Review of Client 1's Well Woman Exam's
Progress Note dated 12/12/19, showed a plan of
care to educate the client about the importance of
monthly self-breast examination and to return to
the clinic in a year. Review of Client 1's clinical record failed to show
Client 1 was seen by the gynecologist in 2021
and 2022. On 6/8/22 at 1556 hours, during a follow-up
interview with the QIDP, the QIDP stated the RN
stated Client 1 stopped going to her gynecologist
because Client 1 did not like the provider and the
client's primary care physician had been
responsible in performing the gynecological
examination or arranging for a different
gynecologist. However, the QIDP confirmed
there was no documentation to show Client 1's
had disliked her gynecologist and her primary
care physician would be taking over the service."
9a4d9773-d5ed-4d1b-ba8f-755c7acbf483,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,W-331,1,"Findings:
Clinical record review for Client 2 was initiated on
6/7/22. Client 2 had diagnoses of moderate intellectual disability, cyclical leukopenia,
hypothyroidism. Client 2 was completely
dependent on the facility staff for his health care
needs. However, further review of Client 2's clinical
record failed to show Client 2 had seen the above
three specialists for their recommended follow-up
visits. In addition, the RN failed to coordinate with
the specialists to set up the appointments for the
follow-up visits.
On 6/8/22 at 1500, a concurrent interview and
clinical record review was conducted with the
QIDP. The QIDP stated she had contacted the
specialists' offices, the QIDP was informed there
were no existing appointments for Client 2."
12862dc0-4ff6-4390-851d-a7168ed73e3f,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,w-339,,"Findings:
1. Clinical record review for Client 1 was initiated
on 6/7/22. Client 1 was admitted to the facility on
8/5/09, with a diagnosis of mild intellectual
disability.
a. Review of Client 1's Physical Therapy Annual
Assessment dated 12/28/21, showed Client 1
recently received a new back brace to wear four
hours per day. Client 1 was currently tolerating
one hour a day. The PT suggested increasing by
30 minutes each week to build up to four hours
per day. Client 1 had a history of bilateral hip
pain due to degenerative hip joints and the PT
had noted limp with increased walking speeds.
The back brace would help maintain and prevent
further increased kyphosis. The staff should
increase the time for Client 1's wearing of the
back brace for spinal alignment. On 6/8/22 at 1100 hours, an interview was
conducted with QIDP, the QIDP was informed
the bun served to Client 2 was not gluten free.
The QIDP acknowledged the above finding."
ab62128f-bc52-4f2e-a68a-8deedca2f8bc,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,W-340,,"Findings: Clinical record review for Client 1 was initiated on
6/7/22. Client 1 was admitted to the facility on
8/5/09, with a diagnosis of mild intellectual
disability and history of breast cancer.
Review of Client 1's Well Woman Examination
progress note dated 12/12/19, showed a plan of
care to educate the client about the importance of
monthly self-breast examination and return to the
clinic in a year and as needed.
Review of Client 1's ISP dated 4/27/22, showed
under the ""What Really Matters - Personal
Goals/Preferences"" section, Client 1 would like to
stay healthy and continue to have the family
contacts and visits.
On 6/8/22 at 1055 hours, during an interview with
DSP 3, DSP 3 confirmed she was not trained or
instructed to educate/teach Client 1 to perform
self-breast examination as recommended.
On 6/8/22 at 1505 hours, during an interview with
the QIDP, the QIDP confirmed she did not assess
Client 1 and develop a training objective to train
Client 1 to perform self-breast examination."
49f3320d-549a-4325-8cfd-8c6cf41fc2dd,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,W-252,,"Findings:
Clinical record review for Client 1 was initiated on 6/7/22.  Client 1 was admitted to the facility 
on 8/5/09, with a diagnosis of mild intellectual disability.

Review of Client 1's Dental Treatment/Progress Report dated 2/17/22, showed a follow up was needed 
with the dentist and Client 1 should be seen on 2/23/22.

Review of the dentist's handwritten progress notes showed Client 1 had missed her appointment on 
4/18/22, and the staff called the office and canceled Client 1's appointment for 5/31/22.  Further 
review of Client 1's clinical record failed to show documented evidence Client 1 was by the dentist 
after 2/17/21.

On 6/8/22 at 1515 hours, during an interview with the QIDP, the QIDP confirmed Client 1 had not 
been examined by the dentist yearly since
2/17/21.
"
d97eae1e-79cc-4aeb-b6bd-6e3c5b5a7b39,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,W-436,,"Findings:
Clinical record review for Client 1 was initiated on
6/7/22. Client 1 was admitted to the facility on
8/5/09, with a diagnosis of mild intellectual
disability.
On 6/7/22 at 1634 hours, during an observation,
DSP 3 prompted Client 1 to go to the medication
station for her medications. DSP 3 stated Client
1's eyeglasses needed to be cleaned and DSP 3
was going to clean them for Client 1. DSP 3 took
off Client 1's eyeglasses, used an alcohol wipe to
clean the lenses and the frame of the eyeglasses,
then used a tissue to wipe them dry. DSP 3
handed Client 1 her eyeglasses back.
On 6/8/22 at 1052 hours, during an interview with
DSP 3, DSP 3 acknowledged she cleaned Client
1's eyeglasses for her. DSP 3 stated Client 1
probably could clean her glasses on her own
because she could do many things by herself.
However, DSP 3 acknowledged there was no
formal training program developed for Client 1 to
clean her own eyeglasses to the client's
capabilities.
On 6/8/22 at 1434 hours, during an interview with
the QIDP, the QIDP was informed of the finding. The QIDP confirmed Client 1 could learn how to
clean her eyeglasses and acknowledged there
was no formal objective developed for learning or
maintaining this skill."
10df85bf-84ce-4eef-913d-7a6688885800,d7a100f1-1ee3-4c32-bd25-67772c6028dc,Safety / Facilities,W-472,,"Findings:
Clinical record for Client 1 was initiated on 6/7/22.
Client 1 was admitted to the facility on 8/25/09,
with diagnosis of mild intellectual disability.
Review of the facility's Diet Orders sheet for
March 2022 showed Client 1 was on a small
portion diet.
Review of the facility's dinner menu for 6/7/22,
showed to serve the following food items:
hamburger on a bun, slice tomato, jicama salad,
honeydew melon, milk, and coffee or tea.
Review of the facility's Dinner Menu Spread
Sheet for 6/7/22, showed for the hamburger on a
bun, a small portion diet would require a ½ bun.
On 6/7/22 at 1635 hours, a dinner meal observation with DSP 2 was conducted. DSP 2
served Client 1 with one hamburger on a bun
instead of ½ bun as per the menu spread sheet.
On 6/7/22 at 1720 hours, an interview and
concurrent facility document review was
conducted with DSP 2. DSP 2 was informed and
acknowledged Client 1 should had been served
½ hamburger on a bun as per the menu spread
sheet.
On 6/8/22 at 1100 hours, the QIDP was informed
and acknowledged the above finding."
87713f48-f188-4acd-80da-0e1d301890ed,8adffbdc-2735-43c9-892e-0d9e6f43c549,Safety / Facilities,W-000,,"Representing the California Department of Public
Health -Licensing and Certification: Federal ID
44708, HFEN.
The inspection was limited to the specific Entity
Reported Incident investigated and does not
represent the findings of a full inspection of the
facility."
69f2c2ec-a178-4f9c-8be6-0217341c1b77,8adffbdc-2735-43c9-892e-0d9e6f43c549,Safety / Facilities,W-149,,"Findings: During a review of Client 1's ""Emergency Data
Form (EDF), dated 4/1/22, the ""EDF"" indicated,
Client 1 had been a client of the facility since
2011. Client 1 had a history of Epilepsy (seizure
disorder), Bipolar (disorder associated with
episodes of mood swings ranging from
depressive lows to manic highs) Disorder, and
Mild Intellectual Disabilities (slower in all areas of
conceptual development and social and daily
living skills). During an interview on 4/1/22, at 10:40 a.m., with
the QIDP, QIDP stated, the maintenance staff
member had been painting the facility's
unoccupied bedroom with a water-based paint
the day before the incident occurred on 3/30/22.
QIDP stated, the expectation was the
maintenance staff member should have made
sure the paint was put away properly before
leaving the facility. QIDP stated, there was no
policy and procedure to address client safety
during maintenance service. During a review of the facility's policy and
procedure (P&P) titled, ""Safety and Security,""
dated 12/13/19, the P&P indicated, ""Policy: A. 4.
Each staff person is responsible for following
safety and security precautions ...J. Hazards. 1.
Homes shall be free of hazards; kept uncluttered:
and be free of dangerous substances, insects,
and rodents ... a. All chemicals are to be kept in
secure locations. Staff will never leave chemicals
unattended ..."""
9633c696-c3be-480c-977f-86fc66844edf,cd04aa42-4322-471f-a038-23164ccab3f3,Safety / Facilities,W-000,,"The inspection was limited to the specific FRI
investigated and does not represent the finding of
a full inspection of the facility.
No deficient practice was issued for FRI number
CA00776465.
LABORATORY"
c54fb48c-c9fd-4010-a356-b690e64cc57e,52a2a86d-50db-41aa-825f-550f4db247cf,Safety / Facilities,W-000,,"ABBREVIATIONS AND BRIEF DEFINITIONS: 
CBC with differential: Complete Blood Count (a blood test that is used to diagnose anemia and infection). The blood differential test measures the percentage of each type of white blood cell (WBC) in the blood. 
Chemistry panel: are groups of tests that are 
routinely ordered to determine a person's general health status 
DSP: Direct Support Professional 
FOBT: Fecal Occult Blood Test (a test that looks for blood in the stool) 
Free T4: a tests used to help evaluate thyroid 
function and diagnose thyroid diseases, including hyperthyroidism and hypothyroidism 
HOH: hand over hand 
IQ: Intelligence Quotient (a score derived from one of several standardized tests designed to 
assess human intelligence) 
ISP: Individual Service Plan (the written details of the supports, activities, and resources required for the individual to achieve personal goals) 
Lipid Panel: a blood test that is used to measure"
aeb2709a-0035-49f6-bdc7-ec6dc07d1247,e2614269-525c-4846-b6a7-0768321f414e,Safety / Facilities,W-000,,"Representing the California Department of Public
Health-Licensing and Certification: 40578 RN,
HFEN.
The inspection was limited to the Facility
Reported Incident investigated and does not
represent the findings of a full inspection of the
facility.
One deficiency was issued for Facility Reported"
550e627b-f431-468f-95ae-5d2cddafba0b,e2614269-525c-4846-b6a7-0768321f414e,Safety / Facilities,W-368,,"Findings:
During an interview on 3/21/22, at 8:17 a.m., with
the Qualified Intellectual Disability Professional
(QIDP), the QIDP stated Direct Service
Professional (DSP) 1 no longer worked at the
facility.
During a concurrent interview and record review
on 3/21/222 at 2:39 p.m., with the QIDP, Client
A's physician's orders and Medication
Administration Record (MAR) were reviewed.
The QIDP stated on 2/8/22, during the AM
(morning) medication pass [7 a.m.], DSP 1 failed
to administer Client A's [brand name] lacosamide
100 milligram (mg- units of measurement) dose
per physician's order. The QIDP stated it was a
""medication error"" and the physician's order was
not followed. The QIDP stated DSP 1 should
have followed the facility's document titled
""...California Medication Administration
Curriculum for ICF (Intermediate Care Facilities)
- DDH (developmentally disabled-habilitative)"". During a review of the facility's document titled ""
... California Medication Administration
Curriculum for ICF (Intermediate Care Facilities)
- DDH (developmentally disabled-habilitative),
dated 10/11/19, the document indicated,
""...Purpose ... proper medication administration
and documentation is one of the most important
aspects of direct care personnel ... introduction
to complex concepts involved in administering
medication to reduce preventable medication
errors ... Provide health care workers with the
tools to make the best decision to increase the
individual's safety during the medication
administration process ... Process for
administering (giving oral) types of medication:
verify that a copy of doctor's order and a copy
any new scripts are in the MAR ... perform a medication label check against the MAR for
accuracy. This will be done three times during
the medication pass ... any discrepancies must
be reported to the RN immediately ... 2nd check:
after popping blister, at this time, you can place a
'dot' on the MAR for the medication and correct
time, verify that you have already popped it out
and it's going to be administered ... 3rd check:
must check/count that the popped medication is
in the Med cup and you must use the double
pack to re-check the MAR to ensure med
is/supposed to be given..."""
79c3f020-77b4-46ec-ba50-90b3ad91e88c,af3aab1b-b268-4f7b-9823-e911f210d43a,Safety / Facilities,W-000,,"Representing the California Department of Public Health-Licensing and Certification:  27390
RN, HFEN
The inspection was limited to the specific Facility Reported Incident investigated and does not represent the findings of a full inspection of the facility.
One deficiency was issued for Facility Reported Incident:  CA00722918"
b2d36285-0dba-4dc9-adf0-1172990c4363,af3aab1b-b268-4f7b-9823-e911f210d43a,Safety / Facilities,W-331,,"Findings:
During an observation on 2/4/221, at 2 p.m., in the living room, Client A was in the recliner watching TV. Client A was alert and acknowledged DCS 1 and responded to DCS 1 verbally in a short sentence. Client A had a blanket wrapped around her body from toes up to her shoulders. The blanket stayed steady while Client A was talking and interacting with DCS 1 which indicated Client A's lack of active body movements. 
During an interview on 2/4/2021, at 2:05 p.m., DCS 1 stated, ""Before [Client A] got hospitalized for COVID19 [Client A] used to be ambulatory with a walker, communicates well verbally and used to go to the bathroom, now she is bed bound ...she has been in and out of hospital ..."" During an interview on 2/4/21, at 2:30 p.m., with Registered Nurse (RN) 1, RN 1 stated Client A declined a lot since the weeklong hospital stay.  RN 1 stated Client A's ADL changed from being independent to two staff assistance. During a review of Client A's ""Health Care Plan"" written for ""High Risk for Falls"" dated 1/8/21, 
1/26/21 and 1/27/2, the health care plan did not contain two person assist in ADL to prevent Client A from falls. During a review of facility's policy and procedure (P&P) titled ""Nursing Documentation"" dated, 
4/16/19, the P&P indicated, ""Nursing Care Plan: a formal process that includes correctly identifying existing needs, as well as recognizing potential needs or risks. Care plans also provide a means of communication among ... the people supported [DCS] ...Nursing Care Plans shall be ...revised as needed or when indicated by a change in status of the individual ..."""
2cf09503-2c87-4ba7-a088-e86fbc81bfe1,25824f8f-aabb-444f-83aa-f4205e757f56,Safety / Facilities,B027 ,,"OAR 411-325-0025 (3)-(6) Program
Management: Staff Training
(3) MANAGEMENT AND PERSONNEL PRACTICES. A provider must comply with the management and personnel practices as described in OAR 411-323-0050.

(4)	STAFFING SURVEY.
(a)	A provider must submit annual staffing data to the nationally standardized reporting survey organization specified by the Department.
(b)	A provider must ensure completion of the direct support worker staffing survey by the provider's employees when required by the Department.

(5)	COMPETENCY BASED TRAINING PLAN. A provider must have and implement a Competency Based Training Plan that meets, at a minimum, the competencies and timelines set forth in the Department's Oregon Core Competencies. At a minimum, the Competency Based Training Plan must:
(a)	Address health, safety, rights, values, personal regard, and the mission of the provider.
(b)	Describe competencies, training methods, timelines, how competencies of staff are determined and documented, including steps for remediation, and when a competency may be waived by the provider to accommodate the specific circumstances of a staff member.

(6)	GENERAL STAFF QUALIFICATIONS. Each staff member providing direct assistance to individuals must:
(a)	Have knowledge of the ISPs for all individuals and all medical, behavioral, and additional supports required by the individuals; and
(b)	Have met the basic qualifications in the Competency Based Training Plan. The provider must maintain and keep current written documentation that the staff member has demonstrated competency in areas identified by the Competency Based Training Plan as required by section (5) of this rule, and that is appropriate
"
77d6fbfc-cf4c-4638-84dc-1f12e4229193,7e47b7cc-338d-42b3-bea7-3ae2273cb29e,Safety / Facilities,W-000,,"Representing the Department of Public Health by
Federal ID: 40641, RN, HFEN.
The abbreviated survey was limited to the specific
incident investigated and does not represent the
findings of a full inspection of the facility.
No deficiency was issued for FRI: CA00759586."
1f7728a4-edca-469f-97d7-58689acdb9df,58c78971-f6b6-4725-9944-8aa6c43a1ba0,Safety / Facilities,K0168,,"Building Construction Type and Height
CFR(s): NFPA 101
Building Construction Type and Height
2012 EXISTING (Slow)
In Slow Evacuation Capability facilities, the facility
shall be housed in a building where the interior is
fully sheathed with lath and plaster or other
material providing a 15-minute thermal barrier,
including all portions of bearing walls, bearing
partitions, floor construction, and roofs.
All columns, beams, girders, and trusses shall be
similarly encased or otherwise shall provide not
less than a 1/2-hour fire resistance rating, unless
modified by the modified by the following: * Exposed steel or wood columns, girders, and
beams (but not joists) located in the basement
shall be permitted.
* Buildings of Type I, Type II (222), Type II (111),
Type III (211), Type IV, Type V (111) construction
shall not be required to meet the requirements of
33.2.1.3.2 (See 8.2.1).
* Areas protected by approved automatic
sprinkler systems in accordance with 33.2.3.5.
shall not be required to meet the requirements of
33.2.1.3.2.
* Unfinished, unused, and essentially
inaccessible loft, attic, or crawl space shall not be
required to meet the requirements of 33.2.1.3.2.
* Where the facility achieves an E-score of 3 or
less using the board and care occupancies
evacuation capability determination methodology
of NFPA 101A, Guide on Alternative Approaches
to Life Safety. The requirements of 33.2.1.3.2
shall not apply.
33.2.1.3.2.1 through 33.2.1.3.2.7
This STANDARD is not met as evidenced by:
Surveyor: 43035
Based on observation and interview, the facility
failed to maintain the building construction. This
was evidenced by a penetration in the ceiling.
This affected six of six clients and could result in
the spread of smoke and fire in an emergency.
"
19eeec2d-d8a6-4cd5-8fad-26573e332135,22c57139-aeb2-4eac-a78c-63bfa2b3ebe2,Safety / Facilities,D2410,,"An observation of the facility was conducted
with the qualified intellectual disabilities
professional (QIDP) on 01/23/2023 at
approximately 7:10 a.m. The observation
revealed four individuals lived in the home. During
the environmental tour of the home, health and
safety hazards were observed. Photos were
taken during the observation. The following environmental issues which posed
potential health or safety risks to the individuals
were observed: a. The refrigerator was missing the bottom cover
which exposed metal edges and screws.
b. Broken, rusted and loose vents revealing sharp
edges in the front bathroom and dining room.
c. A broken wall mounted soap dispenser in the
hallway bathroom across from the individual's
bedrooms.
d. Damaged baseboards and doors throughout
the facility.
e. A recliner in the living room was worn in the
seat, arm and lower back areas exposing porous
areas that could not be cleaned.
f. A couch in the living room was worn slightly on
the front right cushion leaving a porous area that
could not be cleaned.
g. Damaged tiles on the bathroom floor were
taped with duct tape"
1e7df9e2-a143-495c-a190-135bc58bb22f,22c57139-aeb2-4eac-a78c-63bfa2b3ebe2,Safety / Facilities,W249 ,,"This STANDARD is not met as evidenced by:
W 249
Based on observation, record review and staff
interview, the facility failed to provide three (#1,
#2 and #3) of three sample individuals a
continuous and consistent active treatment
program that consisted of formal and informal training opportunities to ensure the individual's
needs were addressed formally and informally
across all relevant settings by encouraging,
reinforcing and facilitating the acquisition of daily
living skills, greater independence, and choice.
Specifically, staff did not utilize formal or informal
learning opportunities to implement active
treatment training programs or to support the
individual's needs or preferences as identified in
the individual program plan (IPP)."
48f61c86-4ac4-4113-a869-9e927c219ef8,a760103a-6b54-4a81-8821-96600999452a,Safety / Facilities,00189,,"The facility failed to ensure staff were trained to ensure they could perform their job duties effectively. Specifically, the facility failed to ensure staff were following the care plan as written."
b714652e-32ef-4f67-9314-d3dd0b2b518a,a760103a-6b54-4a81-8821-96600999452a,Safety / Facilities,00331,,"The facility failed to provide person #2 with nursing services in accordance with their needs. Specifically, the facility failed to ensure a doctor's order was followed and a care plan was created."
684d498f-dbb8-4f13-b3d5-51155b4153bd,296198f3-53ac-48bf-a044-be2dceecd8d2,Safety / Facilities,00368,,Failed to ensure all drugs were administered in compliance the POs for 1 PWS.
2adbb5ad-ef83-4db9-ac86-53d84eb36ba7,71426301-e1db-4adb-8939-909527e29048,Financial,K0712,,"Regulation 	Fire Drills
1. The facility must hold evacuation drills at least
quarterly for each shift of personnel and under
varied conditions to:
a. Ensure that all personnel on all shifts are
trained to perform assigned tasks;
b. Ensure that all personnel on all shifts are
familiar with the use of the facility's emergency
and disaster plans and procedures.
2. The facility must:
a. Actually evacuate clients during at least one
drill each year on each shift;
b. Make special provisions for the evacuation of
clients with physical disabilities;
c. File a report and evaluation on each drill;
d. Investigate all problems with evacuation
drills, including accidents and take corrective
action; and
e. During fire drills, clients may be evacuated to
a safe area in facilities certified under the Health
Care Occupancies Chapter of the Life Safety
Code.
3. Facilities must meet the requirements of
paragraphs (i) (1) and (2) of this section for any
live-in and relief staff that they utilize.
42 CFR 483.470(i)


Description	This STANDARD is not met as evidenced by:
K0712
Through observation during documentation
review, it was determined that the facility failed to
meet the operating features requirements in
accordance with NFPA 101. This was evidenced
by:
No time was on fire drill for 1/25/2023 so uinable
to verify if it was completed at varied times.
Life Safety Code Section 7.1.6: Drills shall be
conducted quarterly on each shift to familiarize
personnel (nurses, interns, maintenance
engineers, and administrative staff) with the
signals and emergency action required under
varied conditions.
This deficiency has the potential to affect
occupants, who might include residents, staff,
and visitors within all smoke compartments.
Deficient items were discussed with the
maintenance staff and facility administrator during
the exit conference.
"
7d3e8a9c-2805-4ee1-a0b0-464b7623ab4b,71426301-e1db-4adb-8939-909527e29048,Financial,K0511,,"Utilities - Gas and Electric
Equipment using gas or related gas piping
complies with NFPA 54, National Fuel Gas Code,
electrical wiring and equipment complies with
NPFA 70, National Electric Code.
32.2.5.1, 33.2.5.1, 9.1.1, 9.1.2


Description	This STANDARD is not met as evidenced by:
Through observation during the survey, it was
determined the facility failed to meet the building
services requirements in accordance with NFPA
101 and NFPA 70. This was evidenced by:
1) Electrical junction box located in the
mechanical room in basement is missing its
cover plate.
2) ) Refrigerator plugged into piggy backed cords
in basement behind freezers.
NFPA 70, Section 400.8 Uses Not Permitted.
Unless specifically permitted in 400.7, flexible
cords and cables shall not be used for the
following:
(1) As a substitute for the fixed wiring of a
structure
(2) Where run through holes in walls, structural
ceilings, suspended ceilings, dropped ceilings, or
floor
(3) Where run through doorways, windows, or
similar openings
(4) Where attached to building surfaces
Exception to (4): Flexible cord and cable shall be
permitted to be attached to building surfaces in
accordance with the provisions of 368.56(B)
(5) Where concealed by walls, floors, or ceilings
or located above suspended or dropped ceilings
(6) Where installed in raceways, except as
otherwise permitted in this Code
(7) Furthermore, Health Care Facilities Code
section 10.2.3.6 (2), ""The sum of the ampacity of
all appliances connected to the outlets does not
exceed 75 percent of the ampacity of the flexible
cord supplying the outlets.""
This deficiency has the potential to affect the
occupants, who might include the resident, staff,
and visitors within affected smoke compartments.
Deficient items were discussed with the
maintenance staff and facility administrator during
the exit conference.
"
