Survey,State,State Survey Type,Survey Date,Received Date,Sanction,PoC Due Date,PoC Submit Date,Appeal Due Date,Appeal Submit Date,Comments
235fb3ce-ccb2-486b-a589-d5db13eecaa8,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/5/2019,,,,,,,
73c43c78-02d6-4112-87ab-17a57f00d539,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/8/2019,,,,,,,
1bda6924-8183-4d15-98fe-c50fb6960510,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/9/2019,,,,,,,
2b3fec6d-0323-4992-b128-a1f4b3d1cd74,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,7/10/2019,,,,,,,8/6/2019
23a0cfbd-fc74-4400-9047-c260998b2be5,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/10/2019,,,,,,,
fb1fedb5-2178-4be2-809d-167fcdd0fdf9,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,7/17/2019,,,,,,,
03e1a2b6-82dd-4d26-b7a5-7119ed9d3b7e,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,7/18/2019,,,,,,,
b8a46274-9d68-446c-b80e-b9cacebafd0f,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,7/19/2019,,,,,,,
4a0b9317-30b8-43c9-a0ab-df43cff9362b,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,7/25/2019,,,,,,,
8d6fe83e-6687-46b4-80b3-0393155e55b0,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/30/2019,,,,,,,
c41e13ee-24ca-4e6d-a99a-0997f8e4b597,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/2/2019,,,,,,,
9cb760e0-8cd6-481b-9a86-1f048f6aeb0b,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,8/5/2019,,,,,,,
fc20a0e6-9cca-4ada-977a-a33b89d93ab9,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/6/2019,,,,,,,
4bb48995-8ddc-4f12-b965-a854b72a08bb,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,8/6/2019,,,,,,,
3d52cfd2-69bf-4740-b458-1e703d00929f,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,8/7/2019,,,,,,,
a9d1f42d-4c8a-4bb3-b31c-a40ec74918f2,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/7/2019,,,,,,,
b9b34b60-5d0b-4309-970c-1c3a8f957dc0,CA,CA - ICF-Full - ICF - Full Recertification Survey,8/8/2019,,,,,,,
0c12abad-2284-414b-a38a-6c777d52a1e9,CA,CA - ICF-Full - ICF - Full Recertification Survey,8/12/2019,,,,,,,
0026110f-3974-4d84-9252-d84fabb7c7cf,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/14/2019,,,,,,,
300460c8-3d85-4168-badf-389d0cc76538,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,8/15/2019,,,,,,,
3dc4ab60-8fee-4ed5-9f19-1eced9b7cddf,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/23/2019,,,,,,,
769cad01-ec39-4b38-8282-c8231b315094,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,8/23/2019,,,,,,,
8c84736b-8667-4f6d-b527-dd5b25f64a2d,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,8/27/2019,,,,,,,
505befd7-52d7-43a9-98fb-e2434a74649d,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,8/27/2019,,,,,,,
e02a00a5-96f5-4afc-8c4a-6cf6eaee0d41,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,8/27/2019,,,,,,,9/19/2019
320bfbf3-6bbe-4c41-b6b5-de9df26a64cd,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,8/27/2019,,,,,,,
6e82b569-8b50-48fb-a8d8-48eaa5ca1218,CA,CA - ICF-Full - ICF - Full Recertification Survey,8/28/2019,,,,,,,
5aa53dae-bc6b-4142-a93e-e0790705e3a1,CA,CA - External Reported Incident - ICF - Outside Agency Complaint,8/28/2019,,,,,,,
bbe5f16f-4a1c-4969-8429-075fd2f9d04d,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,8/30/2019,,,,,,,
7816fc19-7538-4907-9031-6e7b18c7c431,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,9/4/2019,9/11/2019,,,,,,
ed4ffe4d-fc9f-4ccb-abb7-f747655ee5c6,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,9/4/2019,9/11/2019,,,,,,
c561abe4-56cb-4ff4-9cbb-b61f52252b7c,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,9/6/2019,,,,,,,
7e6c80c6-10d0-4f3d-bc7c-9362d7186b15,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,9/9/2019,,,,,,,
f9c912d1-0487-443e-8c1d-f31f89acc6a8,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,9/19/2019,10/1/2019,,,,,,
44175421-db1b-4a64-b3fe-b145ff3081b1,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,9/23/2019,9/27/2019,,,,,,10/4/2019
d7124019-8ecd-4946-84e8-4ff6246b1e56,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,9/25/2019,10/3/2019,,,,,,
1e452497-57c1-4042-bd4b-113025fb827f,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,10/2/2019,10/9/2019,,,,,,
2ddb7654-e788-41aa-8f67-6346da8718af,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/4/2019,10/24/2019,,,,,,FRI 651709
4863c48f-34cc-48b4-ae41-750e32a13ad9,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,10/8/2019,10/24/2019,,,,,,
71cc60d6-654b-41ae-9356-1b345b47a009,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,10/23/2019,,,,,,,
d1945700-869f-4a80-8575-15b827f3e2f7,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,10/28/2019,11/8/2019,,,,,,11/15/2019
6524a307-baad-43da-95d5-60276c8bbf35,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,10/30/2019,11/8/2019,,,,,,
e34fe9b2-3aef-4aac-85d4-18a48a863946,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,11/4/2019,11/13/2019,,,,,,
b389b22c-e0be-4d17-9d47-15e1e5bdf137,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,11/20/2019,11/27/2019,,,,,,
1e6d0cc5-f2ed-471a-9b50-ff11a95bb955,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,12/9/2019,12/9/2019,,,,,,
ac9e0ef5-fe22-4a37-8c7a-8304a60762c6,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,12/27/2019,1/15/2020,,,,,,
280e4a58-cb1b-49e9-a153-3745fd9ee84a,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,12/27/2019,12/31/2019,,,,,,
82d11fa1-5cd6-4980-868e-c56fb6f6660c,CO,CO - ICF-Full - State Licensure - ICF,11/7/2019,,,,,,,
b48db8ea-9988-4b20-bfb8-c12ed1609c10,MI,MI - Conversion - MI - Conversion,4/16/2019,,,,,,,
b0ffe569-0fa9-4871-b78f-2187c77f8542,MI,MI - Conversion - MI - Conversion,4/17/2019,,,,,,,
fc3581a6-da9c-4d7b-9ef4-6d0e4d6ec2f9,MN,MN - Conversion - MN - Conversion,7/25/2018,,,,,,,"1501 82nd St , PO Box 130 Victoria MN 55386"
c99cfcf5-83f1-4ba3-85d7-b038bd824ed8,MN,MN - Conversion - MN - Conversion,7/26/2018,,,,,,,"1511 82nd St , PO Box 130 Cottage 3 Victoria MN 55386"
b61a6b6f-d79c-4080-9e7c-4bc353c009ce,MN,MN - Conversion - MN - Conversion,7/27/2018,,,,,,,"1531 82nd St , PO Box 130 Victoria MN 55386"
b5dd8b8e-92ba-4066-8ba7-def17315bb81,MN,MN - Conversion - MN - Conversion,1/25/2018,,,,,,,"State Survey-Federal LSC - 1521 82nd St. PO Box 130 Victoria, MN 55386"
14242d62-869a-4775-b27b-eb755dfdbaa0,MN,MN - Conversion - MN - Conversion,1/25/2018,,,,,,,"State Survey - 1521 82nd St. PO Box 130 Victoria, MN 55386"
3571a440-9d9a-4c9f-8f4d-c5f096f7e18b,TX,TX - Life Safety|Fire - ICF - Life Safety Survey,3/19/2019,,,,,,,
8d4b19a5-1478-4d54-b614-e3dc5d1d764a,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/3/2018,,,,,,,5/14/2018
184d8963-294b-4f99-a02b-4aa210ac3e1a,CA,CA - ICF-Full - ICF - Full Recertification Survey,5/16/2019,,,,,,,5/31/2019
bc0d0bae-5e3c-45a1-bc9a-eefce0aedf65,MO,MO - Risk and Compliance - QE - RN Review,11/25/2019,2/29/2020,,,,,,M Biermann
72203def-c3d0-4550-8152-b8c0bae67311,OR,OR - Self Reported Investigation - Licensing Survey,11/19/2019,11/19/2019,,,,,,
ad344bed-5476-4c90-9f37-bb6046d178a5,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/19/2020,3/3/2020,,,,,,CA00674897 
246dbda9-1350-4303-81ea-d371f275cf7b,IN,IN - ICF-Full - ICF - Initial Certification Survey,2/14/2020,3/5/2020,,,,,,
93695fd8-cd02-41cf-8e9a-df95670f0d36,WI,WI - HCBS - DHS State Survey,2/19/2020,3/24/2020,,,,,,Notice of Findings regarding Activity Calendar. 
4f1beabc-9716-4a35-a4c8-391d00e333bf,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,2/25/2020,3/11/2020,,,,,,
996ee1d8-e54e-4f5d-ba8c-0c194bb4460f,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/3/2020,3/12/2020,,,,,,
6cd82eea-80d8-4148-bc56-0b3ec3f4bc39,TX,TX - ICF-Revisit - ICF - Revisit,3/27/2020,4/1/2020,,,,,,Survey ID LRX712 - revisit for 11/14/19
b0369be7-1fab-45e6-8c21-eab03ddde61d,TX,TX - ICF-Revisit - ICF - Revisit,3/30/2020,4/1/2020,,,,,,Revisit from annual survey - all citations cleared
8ecb0bf8-e86d-448d-968e-fb9e85f6ea18,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,12/27/2019,1/22/2020,,,,,,
bab97f5a-6340-4911-8787-7a86bccfa9bc,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,1/14/2020,1/20/2020,,,,,,
8266de99-d3d8-4d51-acf3-0df355710454,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,1/16/2020,2/6/2020,,,,,,
9642ef5d-0b8b-45a7-a381-40896ae37327,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,1/28/2020,2/10/2020,,,,,,
9f133abc-2de0-46f8-af24-6add2db58fc2,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/18/2020,2/19/2020,,,,,,
6bb724ed-9360-4a14-8869-d5deab567354,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/18/2020,2/20/2020,,,,,,INCIDENT #666058
f61ba137-4f3e-49f1-b75b-ffc2262a2b14,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/18/2020,2/19/2020,,,,,,INCIDENT # 666228
c5b2ec41-7d70-4f39-94d3-18c69f07c23d,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/21/2020,2/27/2020,,,,,,ERI CA00648437
f843510c-cc91-44d6-bbe9-566342e87e56,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/19/2020,2/20/2020,,,,,,"INCIDENT #664780, 664606 COMPLAINT# 665058"
46958df7-0ce9-433d-90ef-dd18b1bc601c,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/4/2020,3/5/2020,,,,,,FRI# 670539
654f5154-f426-4e96-8710-426102447c38,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/6/2020,3/6/2020,,,,,,INCIDENT # 676175
49a50642-c1f0-43f9-b267-b1284d112560,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,3/4/2020,3/31/2020,,,,,,
fbd9e9f8-34da-4bc4-b545-7a83157d93ff,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/6/2020,4/9/2020,,,,,,
52190d0e-87c6-4a7e-8732-b56ae369eb26,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/12/2020,3/17/2020,,,,,,
a818ecdf-8535-482a-bc70-b07c389ff4de,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/1/2020,4/9/2020,,,,,,"FRI #s 675101, 679590, 679594"
27f9f49d-d462-4094-9154-acde5f7c7157,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/26/2020,4/7/2020,,,,,,
0caf5596-3f2a-4087-af1b-97389fec04ee,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/10/2020,4/20/2020,,,,,,Complaint #CA00681708
c38aa8d1-7de8-4c65-be49-6292bb988d15,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/14/2020,4/20/2020,,,,,,FRI#  CA00675714
b8235a42-6991-4900-97de-88e5a5a0dc20,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/13/2020,4/20/2020,,,,,,FRI# CA00675647
9297373a-f09b-4782-96fb-21ee80531c11,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/13/2020,4/20/2020,,,,,,FRI# CA00668654
5126fe45-d754-40e9-a5e8-4d1318d94f44,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/8/2020,4/30/2020,,,,,,FRI# CA 00680093
9210cae8-be9a-43ee-b72a-f0c5a6ffd538,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/2/2020,4/30/2020,,,,,,COVID Focused Survey 
1c3b0350-b33a-4457-9b9b-e73699313abc,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/4/2020,5/5/2020,,,,,,FRI# 686348
6dbe9065-e84b-4f0e-8249-7910547d5d1d,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/29/2020,5/4/2020,,,,,,FRI# 683047 and 685263
a0e41675-60e5-449a-a358-4ed9723bdb08,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/22/2020,4/29/2020,,,,,,COVID-19 Survey 
fa275c9d-dbc7-4f33-a19e-83da8c7f5b40,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/6/2020,5/19/2020,,,,,,"COVID-19 survey ""The survey revealed that the facility was in substantial compliance with participation requirements"""
5d01e27a-db1f-4719-984c-e50d8da11508,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/14/2020,5/13/2020,,,,,,"COVID-19 Survey - ""The survey revealed that your facility was in substantial compliance with participation requirements and no deficiencies were cited."""
8d7ec1ff-6984-43ac-b97a-9c4a7cee6fb1,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/14/2020,5/13/2020,,,,,,"COVID-19 ""Survey revealed that the facility was in substantial compliance with participation requirements and no deficiencies were cited."" "
f95b74cf-4c35-4a67-bfbc-5786d61257c5,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/2/2020,5/13/2020,,,,,,"COVID-19 ""Survey revealed that the facility was in substantial compliance with participation requirements and no deficiencies were cited."" "
596942b6-00f4-4be4-a9ac-ee97df4a28fb,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/21/2020,5/13/2020,,,,,,"COVD-19 ""Survey revealed that the facility was in substantial compliance with participation requirements and no deficiencies were cited."" "
9168dd0b-93d3-47b9-8cf1-246a8dde99fa,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/4/2020,5/27/2020,,,,,,COVID-19- The facility was in substantial compliance with participation requirements. 
5d675686-c76c-4529-8d54-aeacf7034f34,MN,MN - External Reported Incident - Complaint Investigation,3/31/2020,4/1/2020,Revisit Required,,,,,This was a follow up visit due to a report of a fall with fracture that was made to DHS who reported it to MDH.
e9315c8a-ea8e-4091-a91a-f90fe0e94ea4,TX,TX - ICF-Full - ICF - Health Safety,3/27/2020,5/22/2020,,,,,,This was a follow up to License inspection on 11/14/19
3c5a37ac-7c51-4e8e-8e4b-3c8119b0f646,MN,MN - Contract|County - County Certification,6/25/2020,6/26/2020,,,,,,Water tested at 122 degrees.  2 degrees above licensing temp.
949874d4-e5ce-4cb0-a8e3-6172e913388f,MN,MN - Contract|County - County Certification,6/25/2020,6/26/2020,,,,,,Water temp was 2 degrees above acceptable level of 120 degrees. 
9dac686a-1298-4ce9-8143-f63fd55addd8,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/20/2020,6/26/2020,,,,,,COVID-19 Survey- The facility was found to be in compliance 
0c5a95a9-428d-4a04-989b-96c09f6d6850,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,6/1/2020,6/3/2020,,,,,,RCOC Survey - COVID - 19 
fbf4d17b-549a-4187-933a-d60c425fcd35,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,6/1/2020,6/3/2020,,,,,,COVID-19 
9962e212-7016-46d8-9ccc-85b0987abbc7,CA,CA - Self Reported Investigation - DDS - Regional Center Complaint|Self-Reported Survey,6/1/2020,6/3/2020,,,,,,RCOC COVID-19
96045687-4f9d-4949-8458-3670fe4fa3c6,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/17/2020,5/27/2020,,,,,,COVID-19- Facility was found to be in compliance 
93d7a7fb-34a9-46d3-bde1-a009b8364afb,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/29/2020,6/3/2020,,,,,,RCOC COVID-19 SURVEY 
fe9abf9c-40e4-4f73-b611-61e32deefe66,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/20/2020,5/20/2020,,,,,,RCOC COVID-19
5103de51-381e-4480-96b1-c17e87910e8c,IN,IN - Life Safety|Fire - ICF - Life Safety Survey,7/8/2020,7/17/2020,,,,,,
e96e158a-d5cf-4a3c-9509-c8f64612bb89,MN,MN - Contract|County - County Certification,7/9/2020,,,,,,,Home Safety Checklist completed via virtual appointment due to Covid 19. 
82d02d2f-c4ba-4100-9c60-a6852aada2ce,MN,MN - Contract|County - County Certification,6/11/2020,,,,,,,Home Safety Checklist completed via virtual appointment due to Covid 19. 
03d14885-7203-4934-bf55-c47747553306,MN,MN - Contract|County - County Certification,7/9/2020,,,,,,,Home Safety Checklist completed via virtual appointment due to Covid 19. 
87469bf7-7e73-412f-96af-1cb0300e3ee7,CA,CA - ICF-Abbrev|Focused - DDS - Regional Center Unannounced Survey,6/2/2020,6/2/2020,,,,,,COVID- 19 Survey 
06870980-b307-4d9f-bf65-c5f5b381f24d,CA,CA - ICF-Abbrev|Focused - DDS - Regional Center Unannounced Survey,6/2/2020,6/2/2020,,,,,,COVID- 19 
2d5f3436-f7e9-4442-b33b-b8d887c5fed8,CA,CA - ICF-Abbrev|Focused - DDS - Regional Center Unannounced Survey,6/2/2020,6/2/2020,,,,,,COVID- 19 
40f81e06-3ab5-4439-a264-b2cd15e18b3d,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/29/2020,,,,,,,COVID- 19 facility was found to be in compliance 
7dfed05e-54bc-40a2-a7cf-fb39711aa5fd,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/28/2020,,,,,,,COVID- 19 The facility was found to be in compliance 
d7300d96-226d-4235-9ebf-6faaf4d61eca,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/30/2020,,,,,,,COVID-19 Facility was found to be in compliance 
15713b06-1c4c-48fd-a96c-83674b46bef8,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/27/2020,,,,,,,COVID-19 The facility was found to be in compliance
60f6dda9-050e-4f16-aa31-582c62a9ef6e,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/29/2020,,,,,,,COVID-19
48e480cd-4ff7-4695-9030-805773e36792,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/27/2020,,,,,,,COVID-19 Facility was found to be in compliance 
75a656dc-12af-45da-b254-202e8a3d5e4b,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/28/2020,,,,,,,COVID-19 Facility was found to be in compliance 
e7ced2d0-f560-4919-b4a7-5192350d05a8,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/6/2020,,,,,,,COVID-19 Facility was found to be in compliance 
7fde4fc8-d549-45f3-af3a-a4b24150bacb,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/30/2020,,,,,,,COVID-19 Facility was found to be in compliance 
0508f09a-fcc0-4d6b-a2e1-bddb64b36f8c,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/20/2020,7/21/2020,,,,,,FRI# 681023
72953a43-ff18-4165-a9c2-b9f31176bd70,MI,MI - HCBS - Rec. Rights - Annual,7/7/2020,,,,,,,
d63689d3-2703-4978-9801-bc7e95d85b7a,MI,MI - Life Safety|Fire - Fire Insp.Annual,7/27/2020,,,,,,,
1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,WI,WI - HCBS - DHS State Survey,7/14/2020,,,,,,,
015aa5c8-fd9e-49e1-88ef-9302331a16ee,WI,WI - HCBS - DHS State Survey,7/14/2020,,,,,,,
ee85ae93-9a71-42eb-b0ec-a570c58fd12f,OR,OR - Self Reported Investigation - Licensing Survey,5/12/2020,5/25/2020,,,,,,
4bb66c73-4bb0-41ad-8969-ae5fb6ab7732,TX,TX - ICF-Full - ICF - Health Safety,6/5/2020,6/26/2020,,,,,,"Infection control survey for COVID, deficiency free"
da68839d-c301-48ad-adf0-8b86bdda332d,TX,TX - ICF-Full - ICF - Health Safety,6/8/2020,6/26/2020,,,,,,Infection Control for covid19 survey
c37f7189-2399-4666-b3bc-b3485fe78c0e,TX,TX - ICF-Full - ICF - Health Safety,7/2/2020,7/13/2020,,,,,,Infection control survey for covid-19
50a61b4f-33fa-4ddc-8a69-717092b74dda,TX,TX - ICF-Full - ICF - Health Safety,7/8/2020,7/13/2020,,,,,,Infection control survey for covid19
387aad1b-75aa-49fb-8ed7-8db7b6ed1106,CO,CO - Life Safety|Fire - LIfe Safety,12/11/2019,,,,,,,
28ed9a45-8a0b-4735-b5f7-983767e1e143,TX,TX - ICF-Full - ICF - Health Safety,8/12/2020,8/14/2020,,,,,,Infection Control survey for covid-19
b2063bb5-29cc-4641-9f8e-dace3b399611,CO,CO - Life Safety|Fire - LIfe Safety,1/28/2020,2/4/2020,,,,,,Survey ID UULH21
f7270144-206a-4007-8df4-613c36fdc852,CO,CO - ICF-Revisit - Revisit - ICF,2/5/2020,,,,,,,
7e7653c7-ea27-40e1-b13f-51c569392791,CO,CO - HCBS - Licensure - Waiver,2/12/2020,2/28/2020,,,,,,Event ID VZQS11
a09d6356-af7d-4eef-ad75-a122acbf3418,CO,CO - HCBS - Certification - Waiver,2/12/2020,2/28/2020,,,,,,Event ID RJG511
792644d1-0eda-4d5e-a01b-06c4102f681b,IL,IL - HCBS - BQM 115 CILA Licensure,8/10/2020,8/17/2020,,,,,,HR Files Audit
f40da41e-1b99-4da9-81c3-f131e050cd2d,OR,OR - Self Reported Investigation - Licensing Survey,1/8/2020,,,,,,,Maple has two Licenses- one for each location. This is one location Maple 1607-9
9d1e186c-9630-4374-8f39-ffc1adcd67f6,OR,OR - Self Reported Investigation - Licensing Survey,1/23/2020,,,,,,,
a1ed366b-45e2-4058-a245-be3e525dbd72,OR,OR - Self Reported Investigation - Licensing Survey,6/8/2020,,,,,,,
909ab0d6-6d15-40bd-af20-733b451d5e08,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/21/2020,,,,,,,COVID-19 Survey - facility was found to be in compliance 
c56bb2d2-faed-40cd-af1b-ed771d39adf3,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/12/2020,8/13/2020,,,,,,Facility Complaint #696006
64de2b3f-5b2b-42b7-9760-33ecd27479cc,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,8/11/2020,8/12/2020,,,,,,COVID-19 Survey - Facility appears to be taking ALL necessary precautions
c4ab8b44-3440-4792-94be-d114e7baa6c3,CA,CA - ICF-Abbrev|Focused - DDS - Regional Center Unannounced Survey,8/11/2020,8/12/2020,,,,,,COVID-19
d00ca1a6-0304-4146-ad4e-0c9bfde7ba50,CA,CA - ICF-Abbrev|Focused - DDS - Regional Center Unannounced Survey,8/11/2020,8/11/2020,,,,,,COVID-19 Facilities appear to be taking ALL necessary precautions 
51b2ce09-ee65-44d2-bf6c-e0aefa14d444,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/19/2020,8/25/2020,,,,,,FRI# 688740
a03cbe4e-3b1a-4cb9-a06c-9bd66759ad0c,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,7/10/2020,8/7/2020,,,,,,COVID- 19 Survey 
a66134e7-5005-40d8-9785-594738a3de74,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/22/2020,7/3/2020,,,,,,COVID-19 
fb78d4e2-e382-454a-9e6d-14170029fcdf,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/26/2020,7/3/2020,,,,,,COVID-19
ac96def3-4b10-4f2a-8eb9-d988ef32198d,CO,CO - HCBS - Recertification - Waiver,2/12/2020,3/12/2020,,,,,,Survey # RE2W11
fb464e68-fdc2-4112-81c4-ba590c4ee58f,CO,CO - HCBS - Licensure - Waiver,2/12/2020,3/12/2020,,,,,,Survey ID# ZMEL11
024daee3-e2ef-4e08-ac27-d2821f9c02f4,CO,CO - ICF-Full - State Licensure - ICF,2/13/2020,2/25/2020,,,,,,Survey ID 9C1J11
fd393c2d-d7e4-4b32-af39-e9f1b6de5ab9,CO,CO - ICF-Abbrev|Focused - Recertification - ICF,2/13/2020,2/25/2020,,,,,,Survey ID UULH11
fb775bf6-e80d-4df8-985d-b2262f06ef76,CO,CO - ICF-Revisit - Revisit - ICF,2/18/2020,2/20/2020,,,,,,Survey ID DRWR12
36c490d5-8563-45e2-9c5a-4fafc9f0ed84,CO,CO - External Reported Incident - Complaint Investigation,3/12/2020,4/1/2020,,,,,,Survey ID OMSX11
